10.0,10.0,7.04,7.16,7.5,6.5,7.5,7.12,10.0
10.0,10.0,7.3100000000000005,7.629999999999999,7.5,4.38,7.5,7.88,10.0
10.0,10.0,7.3100000000000005,7.75,7.5,4.38,7.5,7.88,10.0
10.0,7.5,7.07,4.16,10.0,7.05,7.5,7.58,5.0
10.0,7.5,7.3100000000000005,7.75,7.5,6.5,7.5,7.88,5.0
7.5,7.5,7.3100000000000005,7.75,7.5,6.5,7.5,7.88,10.0
7.5,10.0,7.3100000000000005,7.75,7.5,6.5,7.5,7.88,5.0
10.0,10.0,7.3100000000000005,7.75,7.5,4.38,7.5,7.88,10.0
10.0,7.5,7.3100000000000005,7.75,7.5,6.5,7.5,7.88,5.0
7.5,7.5,6.97,7.07,7.5,4.23,7.5,7.449999999999999,5.0
10.0,10.0,6.6899999999999995,6.71,7.5,6.3100000000000005,7.5,7.09,5.0
7.5,7.5,7.21,4.16,7.5,4.3,7.5,7.58,5.0
10.0,7.5,7.48,6.79,7.5,6.890000000000001,7.5,7.6899999999999995,5.0
10.0,7.5,6.99,6.79,10.0,4.47,7.5,7.6899999999999995,5.0
7.5,7.5,7.3100000000000005,7.75,7.5,6.5,7.5,7.88,5.0
7.5,10.0,6.71,6.57,10.0,4.109999999999999,7.5,7.09,10.0
10.0,7.5,7.48,6.79,7.5,6.890000000000001,7.5,7.6899999999999995,5.0
10.0,7.5,6.82,7.07,7.5,6.7,7.5,7.449999999999999,5.0
7.5,10.0,7.24,7.16,7.5,6.5,7.5,7.12,5.0
7.5,7.5,6.6899999999999995,6.57,7.5,6.3100000000000005,7.5,7.09,5.0
10.0,10.0,6.97,7.07,10.0,4.23,7.5,7.449999999999999,5.0
10.0,7.5,7.3100000000000005,7.75,7.5,4.38,7.5,7.88,5.0
10.0,10.0,6.71,6.57,7.5,4.109999999999999,7.5,7.09,5.0
10.0,7.5,6.82,7.07,7.5,6.7,7.5,7.449999999999999,5.0
10.0,10.0,6.6899999999999995,6.57,7.5,4.109999999999999,7.5,7.09,10.0
10.0,7.5,7.3100000000000005,7.75,7.5,4.38,7.5,6.0600000000000005,10.0
10.0,10.0,6.6899999999999995,6.57,7.5,4.109999999999999,7.5,7.09,5.0
10.0,7.5,6.97,3.77,7.5,6.7,7.5,7.449999999999999,5.0
7.5,10.0,7.629999999999999,7.75,10.0,6.5,7.5,7.88,5.0
10.0,10.0,6.71,6.57,7.5,4.109999999999999,7.5,7.09,5.0
7.5,10.0,7.07,4.16,7.5,7.199999999999999,7.5,7.58,5.0
10.0,10.0,7.04,7.16,7.5,6.5,7.5,7.12,5.0
10.0,10.0,6.71,4.08,7.5,6.3100000000000005,7.5,7.09,10.0
10.0,10.0,6.71,4.08,10.0,4.109999999999999,7.5,7.09,10.0
7.5,7.5,7.75,7.629999999999999,7.5,6.5,7.5,7.88,10.0
10.0,7.5,6.6899999999999995,6.57,7.5,7.3,7.5,7.09,10.0
10.0,7.5,7.629999999999999,7.75,7.5,6.5,7.5,6.0600000000000005,5.0
10.0,10.0,6.71,4.08,7.5,6.3100000000000005,7.5,7.09,10.0
7.5,10.0,6.97,3.77,7.5,6.7,7.5,7.449999999999999,5.0
10.0,7.5,7.629999999999999,7.75,7.5,6.5,7.5,7.88,5.0
10.0,10.0,7.3100000000000005,7.75,7.5,6.5,7.5,7.88,5.0
10.0,10.0,6.97,7.07,7.5,4.23,7.5,7.449999999999999,10.0
10.0,10.0,7.629999999999999,7.75,7.5,4.38,7.5,6.0600000000000005,5.0
10.0,7.5,6.71,6.57,7.5,6.3100000000000005,7.5,5.49,5.0
10.0,10.0,6.6899999999999995,6.57,7.5,6.3100000000000005,7.5,7.09,5.0
10.0,7.5,6.71,6.57,7.5,6.3100000000000005,7.5,5.49,10.0
7.5,7.5,7.07,6.720000000000001,7.5,7.05,7.5,7.58,5.0
7.5,10.0,7.21,3.99,10.0,7.05,7.5,5.03,10.0
