quality_pre,quality_post,quantity_pre,quantity_post,score_pre,score_post,improvement,improvement_percent
64.108,64.024,45.0,42.5,109.108,106.524,-2.584000000000003,-2.3680785938158717
67.168,69.632,40.0,45.0,107.168,114.632,7.463999999999999,6.964115770027429
64.83600000000001,62.512,42.5,47.5,107.33600000000001,110.012,2.6759999999999877,2.4928735118215744
60.92,61.396,37.5,45.0,98.42,106.396,7.975999999999999,8.103220562836531
62.168,64.97200000000001,42.5,42.5,104.668,107.47200000000001,2.804000000000002,2.6786908423928635
61.96,65.224,42.5,35.0,104.46000000000001,100.224,-4.236000000000004,-4.0547525605437
70.368,63.78,37.5,45.0,107.868,108.78,0.9120000000000061,0.8453994326924916
68.44399999999999,67.25200000000001,40.0,42.5,108.44399999999999,109.75200000000001,1.3080000000000211,1.2060412709536035
67.304,65.292,40.0,42.5,107.304,107.792,0.48799999999999955,0.4547402948357153
68.132,67.616,42.5,37.5,110.632,105.116,-5.516000000000005,-4.985448563836522
65.328,65.332,35.0,35.0,100.328,100.332,0.003999999999990678,0.00398652554365313
62.512,64.83600000000001,40.0,37.5,102.512,102.33600000000001,-0.17599999999998772,-0.17167047072822195
61.94799999999999,66.348,47.5,45.0,109.448,111.348,1.9000000000000057,1.7358256134773207
62.168,66.524,37.5,45.0,99.668,111.524,11.855999999999995,11.894299644856432
60.18,62.252,37.5,37.5,97.68,99.75200000000001,2.0720000000000027,2.120994984133486
57.272,59.564,37.5,45.0,94.77199999999999,104.564,9.792000000000002,10.331075520668483
63.236000000000004,65.068,37.5,45.0,100.736,110.068,9.331999999999994,9.262898775137467
65.28399999999999,70.64,45.0,40.0,110.28399999999999,110.64,0.35600000000000875,0.3227736776252641
65.16,68.46799999999999,40.0,47.5,105.16,115.96799999999999,10.807999999999993,10.276694874964337
61.96,62.715999999999994,42.5,40.0,104.46000000000001,102.716,-1.744000000000014,-1.6693787690246136
60.736000000000004,60.943999999999996,37.5,42.5,98.236,103.44399999999999,5.207999999999984,5.300979174724653
61.96,66.688,42.5,40.0,104.46000000000001,106.688,2.2279999999999944,2.132669665932798
62.168,67.93199999999999,45.0,40.0,107.168,107.93199999999999,0.7639999999999816,0.7128328574893928
65.896,67.616,40.0,40.0,105.896,107.616,1.7199999999999989,1.6240817328574384
67.568,66.348,37.5,40.0,105.068,106.348,1.2800000000000011,1.2181427130322247
64.024,64.024,40.0,40.0,104.024,104.024,0.0,0.0
62.336,64.83600000000001,37.5,40.0,99.836,104.83600000000001,5.000000000000014,5.0077118762895
61.96,67.304,40.0,45.0,101.96000000000001,112.304,10.343999999999994,10.144160047072662
64.46000000000001,66.432,37.5,40.0,101.96000000000001,106.432,4.471999999999994,4.385603608904574
61.96,67.92399999999999,42.5,37.5,104.46000000000001,105.42399999999999,0.9639999999999844,0.9227529434287205
59.772,67.832,45.0,42.5,104.77199999999999,110.332,5.560000000000002,5.306254891107254
62.168,66.348,40.0,45.0,102.168,111.348,9.179999999999993,8.984321478204693
57.876000000000005,65.9,45.0,47.5,102.876,113.4,10.524000000000001,10.228796920863868
66.524,68.848,35.0,37.5,101.524,106.348,4.823999999999998,4.751117852148047
62.652,66.992,40.0,40.0,102.652,106.992,4.340000000000003,4.2274648847674925
64.976,67.476,42.5,42.5,107.476,109.976,2.5,2.3258843012113206
63.936,63.443999999999996,35.0,37.5,98.936,100.94399999999999,2.0079999999999814,2.029389768156349
56.94799999999999,56.94799999999999,45.0,42.5,101.948,99.448,-2.5,-2.4519900351124972
72.304,74.804,37.5,42.5,109.804,117.304,7.5,6.829730271185823
64.652,70.832,37.5,40.0,102.152,110.832,8.679999999999993,8.496309782502292
59.668,60.328,35.0,42.5,94.668,102.828,8.159999999999997,8.61868649527873
59.564,62.784,45.0,45.0,104.564,107.78399999999999,3.219999999999999,3.079159255646718
63.900000000000006,67.476,35.0,40.0,98.9,107.476,8.575999999999993,8.67050854312
66.524,67.576,40.0,37.5,106.524,105.076,-1.4480000000000075,-1.3591904931758945
64.024,63.848,42.5,40.0,106.524,103.848,-2.676000000000002,-2.5118741434659375
65.224,67.132,40.0,40.0,105.224,107.132,1.9080000000000013,1.813102229317522
67.304,61.068000000000005,40.0,42.5,107.304,103.56800000000001,-3.73599999999999,-3.4813724211193224
61.96,63.132000000000005,37.5,37.5,99.46000000000001,100.632,1.171999999999997,1.1782446968935325
65.544,65.544,37.5,37.5,103.044,103.044,0.0,0.0
66.524,66.432,45.0,40.0,111.524,106.432,-5.091999999999999,-4.565423996270194
59.772,67.304,35.0,37.5,94.77199999999999,104.804,10.03200000000001,10.584288155978996
63.236000000000004,64.27199999999999,40.0,40.0,103.236,104.27199999999999,1.0359999999999872,1.0034287042597168
64.464,66.024,40.0,42.5,104.464,108.524,4.060000000000002,3.886134349216075
61.855999999999995,66.908,40.0,45.0,101.856,111.908,10.052000000000007,9.867865627392856
63.483999999999995,70.9,40.0,45.0,103.484,115.9,12.416000000000011,11.99683073414885
62.336,61.772,37.5,40.0,99.836,101.77199999999999,1.9359999999999928,1.9389860384992816
59.564,62.980000000000004,45.0,42.5,104.564,105.48,0.916000000000011,0.8759347447740462
62.22,65.332,42.5,40.0,104.72,105.332,0.6119999999999948,0.584359782297331
62.168,72.132,47.5,42.5,109.668,114.632,4.963999999999999,4.525976038950381
68.396,64.75200000000001,37.5,42.5,105.896,107.25200000000001,1.3560000000000088,1.2803807149736641
65.73599999999999,66.348,45.0,45.0,110.73599999999999,111.348,0.612000000000009,0.5526158958337177
64.668,62.064,42.5,37.5,107.168,99.564,-7.604000000000013,-7.094739592080476
