quality_pre,quality_post,quantity_pre,quantity_post,score_pre,score_post,improvement,improvement_percent
65.43199999999999,66.868,37.5,37.5,102.93199999999999,104.368,1.436000000000007,1.3949602688892844
61.96,64.344,42.5,40.0,104.46000000000001,104.344,-0.11600000000001387,-0.11103666124247522
70.92399999999999,68.63199999999999,40.0,40.0,110.92399999999999,108.63199999999999,-2.2920000000000016,-2.0660933528043715
72.568,62.676,37.5,40.0,110.068,102.676,-7.391999999999996,-6.7152382855793125
69.632,67.93199999999999,37.5,37.5,107.132,105.43199999999999,-1.700000000000017,-1.5866793601015632
66.348,65.292,42.5,45.0,108.848,110.292,1.4440000000000026,1.3264987414797282
64.304,58.727999999999994,35.0,47.5,99.304,106.228,6.923999999999992,6.971826731377239
65.632,67.576,42.5,45.0,108.132,112.576,4.443999999999988,4.109411699432217
68.724,74.72399999999999,37.5,42.5,106.224,117.22399999999999,10.999999999999986,10.354500442419551
75.904,70.904,45.0,40.0,120.904,110.904,-10.0,-8.27034090345204
69.368,75.068,45.0,42.5,114.368,117.568,3.200000000000003,2.797740824284393
64.27199999999999,70.116,40.0,42.5,104.27199999999999,112.616,8.344000000000008,8.001380871099526
63.576,64.05199999999999,37.5,40.0,101.076,104.05199999999999,2.975999999999999,2.9440278574678977
66.436,70.92399999999999,42.5,40.0,108.936,110.92399999999999,1.9879999999999853,1.8247572191727874
61.964,62.792,42.5,45.0,104.464,107.792,3.328000000000003,3.185481555219483
63.716,60.988,40.0,40.0,103.71600000000001,100.988,-2.7280000000000086,-2.63000597728632
59.668,62.931999999999995,37.5,37.5,97.168,100.43199999999999,3.2639999999999816,3.358784910164833
63.556,69.344,37.5,42.5,101.056,111.844,10.787999999999997,10.674212890586347
72.304,75.076,40.0,42.5,112.304,117.576,5.271999999999991,4.693982940684146
61.524,68.848,37.5,45.0,99.024,113.848,14.823999999999998,14.968596643576952
67.44,67.616,37.5,42.5,104.94,110.116,5.176000000000002,4.931872320152455
70.896,65.536,40.0,45.0,110.896,110.536,-0.35999999999999943,-0.32459921014192145
64.804,67.832,40.0,47.5,104.804,115.332,10.527999999999992,10.044459709580774
64.356,62.676,37.5,42.5,101.856,105.176,3.3200000000000074,3.2591836334007493
61.352000000000004,63.716,35.0,40.0,96.352,103.71600000000001,7.364000000000004,7.642016562545406
67.304,67.568,42.5,40.0,109.804,107.568,-2.236000000000004,-2.0361702515162037
62.715999999999994,66.688,37.5,37.5,100.216,104.188,3.9720000000000084,3.9630435216410995
61.964,62.792,40.0,40.0,101.964,102.792,0.828000000000003,0.8119716790554484
66.20400000000001,72.304,37.5,40.0,103.70400000000001,112.304,8.599999999999994,8.29203386235223
67.132,74.81200000000001,40.0,37.5,107.132,112.31200000000001,5.180000000000007,4.834705344309427
65.632,67.616,40.0,42.5,105.632,110.116,4.483999999999995,4.244523958274166
57.68,57.620000000000005,37.5,42.5,95.18,100.12,4.939999999999998,5.189620758483031
60.452,65.116,35.0,37.5,95.452,102.616,7.1640000000000015,7.504556786993779
79.632,71.908,37.5,42.5,117.132,114.408,-2.7240000000000038,-2.3253828686551397
61.332,60.7,37.5,40.0,98.832,100.7,1.8680000000000092,1.889884866757056
63.852000000000004,67.98400000000001,37.5,40.0,101.352,107.98400000000001,6.632000000000005,6.542885894122062
65.896,74.188,42.5,42.5,108.396,116.688,8.292000000000002,7.649023116801654
57.032,57.760000000000005,35.0,40.0,92.032,97.76,5.728000000000009,6.223245909476118
62.004,67.132,40.0,45.0,102.00399999999999,112.132,10.128000000000014,9.928049091301208
74.81200000000001,66.432,37.5,40.0,112.31200000000001,106.432,-5.88000000000001,-5.234949520129635
70.368,73.42399999999999,40.0,37.5,110.368,110.92399999999999,0.5559999999999974,0.5037235681023369
63.932,74.632,37.5,35.0,101.432,109.632,8.200000000000003,8.083436840756296
65.632,74.624,47.5,40.0,113.132,114.624,1.4919999999999902,1.3186968588145782
63.483999999999995,60.768,37.5,40.0,100.984,100.768,-0.21599999999999397,-0.21387409153018394
69.368,72.132,37.5,40.0,106.868,112.132,5.26400000000001,4.925241864555858
56.94799999999999,59.928,40.0,40.0,96.948,99.928,2.980000000000004,3.073495740423693
63.483999999999995,64.8,37.5,37.5,100.984,102.3,1.3160000000000025,1.3030477058043077
61.524,65.116,37.5,45.0,99.024,110.116,11.091999999999999,11.200193872811354
65.896,67.132,35.0,37.5,100.896,104.632,3.736000000000004,3.702455750896878
64.27199999999999,68.848,35.0,37.5,99.27199999999999,106.348,7.076000000000008,7.127173102878677
70.48400000000001,71.616,37.5,42.5,107.98400000000001,114.116,6.131999999999991,5.678093227401513
62.168,61.843999999999994,40.0,35.0,102.168,96.844,-5.324000000000012,-5.210514983655984
59.564,65.068,40.0,37.5,99.564,102.568,3.004000000000005,3.0168517886195243
60.632000000000005,63.18000000000001,47.5,45.0,108.132,108.18,0.04800000000000182,0.04438608496236598
77.132,69.368,37.5,42.5,114.632,111.868,-2.76400000000001,-2.4109837581340257
66.432,66.868,40.0,50.0,106.432,116.868,10.435999999999993,9.804400518592278
69.452,69.368,35.0,42.5,104.452,111.868,7.415999999999997,7.099232256705784
64.632,64.632,37.5,45.0,102.132,109.632,7.5,7.342718959879383
72.568,69.368,37.5,40.0,110.068,109.368,-0.7000000000000028,-0.6359127164374379
66.06800000000001,67.824,37.5,45.0,103.56800000000001,112.824,9.255999999999986,8.936260595879418
66.348,72.568,37.5,40.0,103.848,112.568,8.719999999999999,8.396079262069362
67.388,62.784,37.5,40.0,104.888,102.78399999999999,-2.1040000000000134,-2.0057579744132523
66.20400000000001,68.70400000000001,37.5,40.0,103.70400000000001,108.70400000000001,5.0,4.8209499199722305
59.532,69.888,45.0,40.0,104.532,109.888,5.356000000000009,5.123299726425751
64.72,71.844,42.5,40.0,107.22,111.844,4.623999999999995,4.312226056141001
59.772,59.355999999999995,40.0,42.5,99.77199999999999,101.856,2.084000000000003,2.088553045639497
67.168,69.368,40.0,37.5,107.168,106.868,-0.30000000000001137,-0.2799081901136533
58.9,61.244,35.0,42.5,93.9,103.744,9.843999999999994,10.482376743690761
66.332,70.896,37.5,37.5,103.832,108.396,4.564000000000007,4.395138768513711
63.396,71.952,42.5,42.5,105.896,114.452,8.555999999999997,8.078862387400143
63.848,69.632,37.5,37.5,101.348,107.132,5.784000000000006,5.706505653229153
70.068,76.47200000000001,42.5,45.0,112.568,121.47200000000001,8.90400000000001,7.9091829664765845
69.368,67.06,42.5,37.5,111.868,104.56,-7.307999999999993,-6.532115339923839
67.568,75.068,35.0,42.5,102.568,117.568,15.0,14.623018580982276
67.224,70.48400000000001,37.5,40.0,104.724,110.48400000000001,5.760000000000005,5.4996467240819635
61.524,64.27199999999999,45.0,42.5,106.524,106.77199999999999,0.24799999999999045,0.23278953198039165
65.896,69.632,37.5,37.5,103.396,107.132,3.736000000000004,3.6129431561031313
70.896,69.368,42.5,40.0,113.396,109.368,-4.028000000000006,-3.5518402906371844
62.832,66.28,42.5,40.0,105.332,106.28,0.9480000000000075,0.899925955459368
61.772,75.116,37.5,40.0,99.27199999999999,115.116,15.844000000000008,15.958582623234834
61.96,59.564,40.0,40.0,101.96000000000001,99.564,-2.396000000000015,-2.3497106992252768
61.524,70.068,37.5,37.5,99.024,107.568,8.543999999999997,8.627340105418337
58.832,58.832,42.5,45.0,101.332,103.832,2.5,2.466894278778789
69.368,63.092,37.5,40.0,106.868,103.092,-3.7759999999999962,-3.5330002432680216
66.25200000000001,71.25200000000001,40.0,40.0,106.25200000000001,111.25200000000001,5.0,4.705350925071992
72.304,70.076,42.5,40.0,114.804,110.076,-4.728000000000009,-4.117964708136646
60.535999999999994,65.64,37.5,45.0,98.036,110.64,12.604,12.855190420822877
67.304,71.332,42.5,42.5,109.804,113.832,4.027999999999992,3.6680204709781914
67.568,69.632,40.0,40.0,107.568,109.632,2.064000000000007,1.9186078938072906
68.396,67.132,37.5,42.5,105.896,109.632,3.736000000000004,3.527656601136861
64.668,63.236000000000004,40.0,47.5,104.668,110.736,6.067999999999998,5.796824547660441
65.16,65.932,40.0,45.0,105.16,110.932,5.772000000000006,5.488257107540178
72.93199999999999,67.568,37.5,45.0,110.43199999999999,112.568,2.13600000000001,1.9340468300103313
66.348,65.332,40.0,45.0,106.348,110.332,3.9839999999999947,3.7458395231200234
63.396,61.608000000000004,35.0,50.0,98.396,111.608,13.212000000000003,13.426010609109202
67.22,70.292,40.0,37.5,107.22,107.792,0.5720000000000027,0.5334328079828431
64.304,67.984,35.0,40.0,99.304,107.984,8.679999999999993,8.739956098838022
68.95599999999999,66.472,37.5,37.5,106.45599999999999,103.972,-2.4839999999999947,-2.3331392181541477
71.484,75.292,45.0,37.5,116.484,112.792,-3.691999999999993,-3.1692619362370533
67.388,72.388,42.5,40.0,109.888,112.388,2.5,2.274836666727329
70.904,73.404,35.0,37.5,105.904,110.904,5.0,4.720811224200767
61.524,74.632,42.5,40.0,104.024,114.632,10.608000000000004,10.196666474421827
62.032,66.432,42.5,35.0,104.532,101.432,-3.0999999999999943,-2.965315375638494
64.27199999999999,72.22,40.0,37.5,104.27199999999999,109.72,5.4480000000000075,5.224295659845427
72.568,74.632,40.0,40.0,112.568,114.632,2.064000000000007,1.8333955124447112
67.568,68.564,37.5,42.5,105.068,111.064,5.995999999999995,5.706237271360317
72.568,74.888,35.0,40.0,107.568,114.888,7.320000000000007,6.804365204781653
69.632,74.632,37.5,35.0,107.132,109.632,2.5,2.3333520001493344
65.076,64.024,42.5,45.0,107.576,109.024,1.4480000000000075,1.34590002416672
69.624,70.068,40.0,37.5,109.624,107.568,-2.0559999999999974,-1.875330645602639
69.632,69.632,40.0,40.0,109.632,109.632,0.0,0.0
67.568,69.368,42.5,40.0,110.068,109.368,-0.7000000000000028,-0.6359127164374379
69.356,61.24,37.5,47.5,106.856,108.74000000000001,1.8840000000000146,1.7629554769524587
61.96,67.132,37.5,40.0,99.46000000000001,107.132,7.671999999999997,7.712878254750172
65.632,66.8,42.5,50.0,108.132,116.8,8.667999999999992,8.015387176120278
72.132,72.132,42.5,42.5,114.632,114.632,0.0,0.0
66.4,65.996,37.5,40.0,103.9,105.996,2.0959999999999894,2.017130208834558
66.392,65.99600000000001,35.0,35.0,101.392,100.99600000000001,-0.3959999999999866,-0.390524841719085
69.27199999999999,74.804,40.0,40.0,109.27199999999999,114.804,5.532000000000011,5.062132830658307
62.760000000000005,67.792,40.0,40.0,102.76,107.792,5.0319999999999965,4.896370536148678
59.355999999999995,60.564,42.5,47.5,101.856,108.064,6.207999999999998,6.094280721732471
63.832,72.568,37.5,42.5,101.332,115.068,13.736000000000004,13.55410392532218
64.27199999999999,65.332,42.5,37.5,106.77199999999999,102.832,-3.9399999999999977,-3.689760446517201
65.896,74.452,37.5,45.0,103.396,119.452,16.055999999999997,15.5271454267644
66.056,66.432,40.0,42.5,106.056,108.932,2.8760000000000048,2.7115192427356596
66.348,69.632,42.5,40.0,108.848,109.632,0.784000000000006,0.7202043028532639
64.108,73.708,35.0,37.5,99.108,111.208,12.099999999999994,12.207671664077155
67.616,70.116,42.5,47.5,110.116,117.616,7.5,6.8103808364963765
66.524,73.848,45.0,40.0,111.524,113.848,2.323999999999998,2.083669553678697
61.332,61.332,37.5,40.0,98.832,101.332,2.5,2.5292891685720646
70.904,67.6,45.0,47.5,115.904,115.1,-0.804000000000002,-0.6936176820746432
70.332,66.28,37.5,47.5,107.832,113.78,5.9480000000000075,5.5154763450232815
66.348,75.076,37.5,45.0,103.848,120.076,16.227999999999994,15.625180534961192
57.472,69.632,37.5,35.0,94.97200000000001,104.632,9.659999999999997,10.170348065949332
61.908,61.855999999999995,40.0,50.0,101.908,111.856,9.947999999999993,9.760788084538543
64.108,63.848,35.0,40.0,99.108,103.848,4.739999999999995,4.782178817167411
62.18,63.984,40.0,42.5,102.18,106.48400000000001,4.304000000000002,4.21176240336628
61.96,59.46,42.5,40.0,104.46000000000001,99.46000000000001,-5.0,-4.7860629845888765
74.632,74.632,42.5,40.0,117.132,114.632,-2.5,-2.1341619572826143
64.46000000000001,70.076,37.5,42.5,101.96000000000001,112.576,10.615999999999985,10.410905168186707
71.868,71.868,40.0,42.5,111.868,114.368,2.5,2.2345769498918466
61.608000000000004,66.868,40.0,40.0,101.608,106.868,5.259999999999991,5.176248302466089
65.224,68.792,40.0,40.0,105.224,108.792,3.567999999999998,3.3905391793526785
59.44799999999999,61.824,45.0,45.0,104.448,106.824,2.3760000000000048,2.274598403185974
63.132000000000005,69.368,40.0,37.5,103.132,106.868,3.73599999999999,3.62219076612824
61.524,68.848,37.5,42.5,99.024,111.348,12.323999999999998,12.444211079023363
59.772,66.824,40.0,42.5,99.77199999999999,109.324,9.552000000000007,9.57286885410195
66.608,72.568,40.0,45.0,106.608,117.568,10.959999999999994,10.279690108612048
64.888,65.332,40.0,37.5,104.888,102.832,-2.0560000000000116,-1.9599992373543933
66.348,69.632,40.0,45.0,106.348,114.632,8.284000000000006,7.788788807612032
72.44,67.576,40.0,37.5,112.44,105.076,-7.364000000000004,-6.5486883059137435
66.868,72.616,42.5,37.5,109.368,110.116,0.7480000000000047,0.6838669567920466
65.28399999999999,66.064,40.0,47.5,105.28399999999999,113.564,8.280000000000001,7.863695937090434
68.932,61.94799999999999,42.5,40.0,111.432,101.948,-9.484000000000009,-8.510256456273225
67.868,67.612,47.5,45.0,115.368,112.612,-2.7560000000000002,-2.388670283762936
60.92,66.224,40.0,42.5,100.92,108.724,7.804000000000002,7.7320915485980395
62.168,66.348,42.5,40.0,104.668,106.348,1.6799999999999926,1.6049217600641896
66.77199999999999,66.77199999999999,40.0,37.5,106.77199999999999,104.27199999999999,-2.5,-2.341218557434774
59.532,65.224,42.5,45.0,102.032,110.224,8.192000000000007,8.028066874424264
63.492,64.492,35.0,45.0,98.49199999999999,109.492,11.000000000000014,11.167285943432635
